Genre,Reports,Age,GPA,Year,Count,Gender,Nationality,Resolution
Student Affairs,The lack of organization and communication in the student affairs office is causing a lot of unnecessary stress for students. It's time for them to step up and do better.,16,3.99,3,1,F,Mexico,Improve the organization and communication within the student affairs office to reduce stress and better serve students.
Student Affairs,I've had to jump through so many hoops just to get my student certificates. The student affairs office needs to simplify their processes and make it easier for students to get what they need.,25,1.04,2,1,M,Mexico,Simplify the process for obtaining student certificates and reduce the time required to process requests.
Student Affairs,I've had to miss multiple classes just to go to the student affairs office and follow up on my certificate requests. This is unacceptable and needs to change.,16,2.54,2,1,M,Mexico,Implement an online submission and tracking system for certificate requests to reduce the need for in-person visits.
Student Affairs,"The student affairs office needs to invest in better technology and systems for managing certificates. It's 2023, and we shouldn't still be dealing with paper forms and long wait times.",18,1.57,4,1,M,Mexico,Upgrade the technology and systems used for managing certificates to improve efficiency and reduce wait times.
Student Affairs,I'm tired of feeling like I have to beg for my own certificates. The student affairs office needs to start prioritizing student needs over bureaucratic red tape.,22,2.86,3,1,M,Mexico,Streamline the certificate issuance process and prioritize student needs by reducing bureaucratic hurdles and improving communication.
Student Affairs,"I submitted my birth certificate application weeks ago, but the student affairs office still hasn't processed it.",26,2.81,4,1,M,Mexico,Implement a tracking system for certificate applications to provide students with real-time updates on the status of their requests.
Student Affairs,"I've been trying to get my military certificate verified by the university for weeks now, but every time I go to the office they tell me there's a problem with the paperwork. It's frustrating because I need this certificate to apply for certain internships.",18,3.73,4,1,F,Mexico,Simplify the verification process for military certificates and provide clear timelines for processing.
Student Affairs,The process for obtaining my birth certificate through the university has been a nightmare. The website was difficult to navigate and the customer service was unhelpful. It's ridiculous that something so important has to be so difficult to obtain.,21,1.65,5,1,F,Mexico,Improve the website's user interface and provide better customer service to assist students with certificate requests.
Student Affairs,"I received my training certificate from a course I took over the summer, but the university won't accept it because it's from a non-accredited institution. This is frustrating because the course was relevant to my major and I learned a lot from it.",25,3.05,1,1,F,Mexico,Review the accreditation requirements and consider accepting certificates from relevant non-accredited institutions on a case-by-case basis.
Student Affairs,"I've had multiple issues with the student affairs office regarding scheduling conflicts and paperwork errors. It seems like they're understaffed and overwhelmed, but it's frustrating when it affects my ability to graduate on time.",27,2.63,1,1,M,Mexico,Increase staffing levels and improve training for student affairs office employees to reduce errors and improve efficiency.
Student Affairs,"The process for ordering official transcripts from the university is unnecessarily complicated. It should be as simple as submitting a request online, but instead I have to navigate a confusing system and wait weeks for it to be processed.",22,2.07,3,1,M,Mexico,Simplify the transcript ordering process by creating an online portal for easy submission and tracking.
Student Affairs,"I've been trying to update my personal information with the university, but the website keeps glitching and I can't get through to customer service. It's frustrating because this information is important for communication and academic purposes.",23,1.53,2,1,M,Mexico,Fix website glitches and improve customer service to assist students with updating personal information.
Student Affairs,"I recently applied for a scholarship through the university, but the application process was confusing and the instructions were unclear. It's frustrating to spend so much time on an application only to find out that I didn't meet the criteria.",21,0.74,1,1,F,Mexico,Simplify the scholarship application process and provide clear instructions and criteria for applicants.
Student Affairs,"The university should provide more resources for students who are applying for internships and jobs. It's difficult to navigate the job market on your own, and career services is often understaffed and overworked.",25,2.6,3,1,F,Mexico,"Expand career services and provide more resources for students seeking internships and jobs, including workshops and one-on-one advising."
Student Affairs,"I've had issues with financial aid and scholarships, and it seems like the university is always changing their policies and requirements. It's frustrating because I rely on this support to continue my education.",18,2.71,5,1,F,Mexico,Provide consistent and clear communication about financial aid and scholarship policies to reduce confusion and frustration.
Student Affairs,The university should prioritize mental health resources for students. It's a stressful time in our lives and it's important to have access to counseling and support services when we need it.,27,1.97,3,1,F,Mexico,"Expand mental health resources, including counseling and support services, to better serve students' needs."
Housing and Transportation,"The cost of rent in the area around the university is just too high, and it's really hard to find affordable housing that's also close to campus.",20,2.98,1,1,F,Mexico,Work with local landlords and housing authorities to create more affordable housing options for students near campus.
Housing and Transportation,"I've had to commute from the suburbs to the university every day, and the public transportation system is just not reliable enough. I've been late to class several times because of delays and cancellations.",26,0.03,3,1,F,South Africa,Improve the reliability of public transportation by increasing the frequency of buses and trains and addressing delays and cancellations.
Housing and Transportation,"Finding a parking spot on campus is nearly impossible, and the parking fees are exorbitant. It's just not worth it to bring my car to school.",21,0.23,1,1,F,South Africa,Increase the number of parking spots on campus and reduce parking fees to make it more affordable for students.
Housing and Transportation,"The apartments in the university area are often run-down and poorly maintained, which makes it difficult to focus on studying when I'm living in such a stressful environment.",23,2.98,4,1,F,South Africa,Work with local landlords to improve the quality of housing options near campus and ensure they are well-maintained.
Housing and Transportation,"I have to take two buses and a train just to get to campus, and the trip takes over an hour each way. It's exhausting and it takes away from my study time.",27,1.94,2,1,M,South Africa,Explore options for more direct transportation routes to campus to reduce travel time for students.
Housing and Transportation,"The traffic around campus is always terrible, and it can take me up to an hour just to travel a few miles. It's frustrating and stressful.",22,0.08,4,1,F,South Africa,Work with local authorities to improve traffic flow around campus and reduce congestion.
Housing and Transportation,"I've been looking for affordable housing near campus for months, but everything is either too expensive or too far away. It's discouraging and I'm not sure what to do.",24,3.25,2,1,F,South Africa,Create a housing assistance program to help students find affordable housing near campus.
Housing and Transportation,"The public transportation system is so overcrowded during peak hours that it's often impossible to get a seat, and I end up standing for the entire ride to campus.",17,2.24,2,1,F,South Africa,Increase the number of buses and trains during peak hours to reduce overcrowding and ensure students have a comfortable commute.
Housing and Transportation,"The housing options near campus are very limited, and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments.",20,3.27,2,1,F,South Africa,Work with local authorities to regulate rental prices and ensure housing options near campus are affordable and of good quality.
Housing and Transportation,"I rely on public transportation to get to campus, but the buses are often late or don't show up at all. It's frustrating and makes it hard to plan my day.",26,0.56,2,1,M,South Africa,Improve the reliability of public transportation by addressing delays and ensuring buses run on schedule.
Housing and Transportation,"I have to commute for over an hour each way to get to campus, and the time and money I spend on transportation really add up.",24,1.03,3,1,M,South Africa,Explore options for more direct transportation routes to campus to reduce travel time and costs for students.
Housing and Transportation,"I've had to switch apartments several times because of problems with landlords or roommates, and it's really disrupted my studies and my life.",20,1.63,4,1,F,South Africa,"Provide resources and support for students dealing with housing issues, including mediation services for roommate conflicts."
Housing and Transportation,"The public transportation system shuts down early in the evening, which makes it hard for me to attend evening classes or study sessions.",21,2.85,3,1,F,South Africa,Extend the operating hours of public transportation to accommodate students attending evening classes or study sessions.
Housing and Transportation,"The university should do more to provide affordable and accessible housing options for students, especially those from low-income backgrounds.",25,2.17,5,1,F,South Africa,Develop affordable housing options on or near campus to support students from low-income backgrounds.
Housing and Transportation,"I've had to take out loans just to cover the cost of housing and transportation, which adds to the stress and pressure of being a student.",27,2.66,5,1,M,South Africa,Provide financial assistance or subsidies for students struggling with housing and transportation costs.
Housing and Transportation,"The public transportation system is often overcrowded and noisy, which makes it hard to concentrate on studying or getting any work done.",26,2.51,3,1,M,South Africa,Increase the number of buses and trains during peak hours to reduce overcrowding and noise levels.
Housing and Transportation,"I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.",21,1.2,4,1,M,South Africa,Provide emergency housing assistance for students who are struggling to afford rent near campus.
Housing and Transportation,The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.,24,2.0,2,1,M,South Africa,Work with local authorities and landlords to create more affordable and safe housing options near campus.
Housing and Transportation,"I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.",27,2.35,3,1,F,South Africa,Improve the reliability of public transportation to ensure students can attend classes without disruptions.
Housing and Transportation,"The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.",23,3.17,2,1,M,South Africa,"Expand support services for off-campus students, including housing and transportation assistance."
Housing and Transportation,"The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.",25,3.34,3,1,M,South Africa,"Advocate for systemic changes to reduce the cost of housing and transportation for students, including government subsidies and partnerships with local businesses."
Housing and Transportation,The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.,21,0.02,1,1,F,South Africa,Explore options for more direct transportation routes to campus to reduce travel time and improve students' quality of life.
Housing and Transportation,"The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time I use it.",23,3.3,5,1,M,South Africa,Improve the safety and reliability of public transportation by increasing security measures and addressing delays and cancellations.
Housing and Transportation,I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.,17,1.42,1,1,M,South Africa,Work with local landlords and housing authorities to create more affordable housing options for students near campus.
Housing and Transportation,"The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.",26,2.53,4,1,M,South Africa,Improve the reliability of public transportation by increasing the frequency of buses and trains and addressing delays and cancellations.
Housing and Transportation,It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.,25,2.79,1,1,M,South Africa,Work with local landlords to reduce rental prices and improve the quality of housing options near campus.
Housing and Transportation,I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.,21,3.06,2,1,M,South Africa,Advocate for rent control policies to protect students from sudden rent increases.
Housing and Transportation,"The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.",16,2.46,4,1,F,Yemen,Increase the number of buses and trains during peak hours to reduce overcrowding and ensure students have a comfortable commute.
Housing and Transportation,I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.,21,1.45,3,1,M,Yemen,Adjust bus schedules to better align with class schedules and ensure students can attend all their classes.
Housing and Transportation,"Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.",26,3.61,4,1,F,Yemen,Increase the number of parking spots on campus and reduce parking fees to make it more affordable for students.
Housing and Transportation,"The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.",23,0.72,3,1,M,Yemen,Work with local businesses to open a grocery store closer to campus to make it easier for students to access fresh groceries.
Housing and Transportation,"I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.",17,2.93,4,1,M,Yemen,Explore options for adding more bus stops closer to student housing areas to reduce walking time.
Housing and Transportation,I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.,16,3.46,1,1,F,Yemen,Develop affordable housing options on or near campus to support students who are struggling with rent costs.
Housing and Transportation,"The bus service in my area is so infrequent, it's impossible to get anywhere on time.",17,2.69,2,1,M,Yemen,Increase the frequency of bus services in areas with high student populations to ensure timely transportation.
Housing and Transportation,"The housing options near the university are so limited, it's impossible to find a decent place to live.",19,0.26,4,1,M,Yemen,Work with local landlords and housing authorities to create more housing options near campus.
Housing and Transportation,I had to take out a student loan just to be able to afford the rent for my apartment.,24,3.19,5,1,F,Yemen,Provide financial assistance or subsidies for students struggling with housing costs.
Housing and Transportation,The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.,22,2.06,3,1,M,Yemen,Advocate for rent control policies to reduce rental prices near campus and make housing more affordable for students.
Housing and Transportation,I've had to share a room with a stranger just to be able to afford rent.,16,3.92,2,1,F,Yemen,Provide more affordable housing options for students to reduce the need for shared living arrangements.
Housing and Transportation,I've had to borrow money from my parents just to be able to pay for rent and transportation costs.,23,0.44,2,1,F,Yemen,Offer financial assistance or subsidies for students struggling with housing and transportation costs.
Housing and Transportation,"The nearest bus stop is a 15-minute walk away from my apartment, which is not ideal during the winter months.",19,1.68,5,1,F,Yemen,Explore options for adding more bus stops closer to student housing areas to reduce walking time.
Housing and Transportation,"The university should provide shuttle buses to off-campus students, especially during peak class times.",22,1.08,3,1,M,Yemen,Introduce shuttle bus services for off-campus students to ensure timely and convenient transportation to campus.
Housing and Transportation,I wish the university would provide more affordable parking options for students who have to drive to class.,24,1.86,3,1,F,Yemen,Reduce parking fees and increase the number of affordable parking options for students.
Housing and Transportation,"The traffic near the university is so bad during peak hours, it's impossible to get anywhere on time.",26,0.93,1,1,M,Yemen,Work with local authorities to improve traffic flow around campus and reduce congestion during peak hours.
Housing and Transportation,"The rent prices near the university are so high, it's impossible to live without roommates.",20,2.9,5,1,F,Yemen,Work with local landlords to reduce rental prices and create more affordable housing options for students.
Housing and Transportation,I've had to move to a different city just to be able to afford housing and transportation costs.,18,0.26,2,1,F,Yemen,Provide financial assistance or subsidies for students struggling with housing and transportation costs.
Housing and Transportation,"The bus stops near my apartment are not well-lit, making it feel unsafe to wait for the bus at night.",23,2.76,2,1,F,Yemen,Improve lighting at bus stops near student housing areas to ensure safety for students traveling at night.
Housing and Transportation,"I wish there were more bike lanes near the university, it would make it easier to commute by bike.",21,3.48,5,1,F,Yemen,Work with local authorities to create more bike lanes near campus to promote safe and convenient biking options for students.
Housing and Transportation,The public transportation in my city is not accessible for students with disabilities.,23,3.15,4,1,F,Yemen,Ensure public transportation is accessible for students with disabilities by incorporating accessibility features and providing additional support.
Housing and Transportation,I've had to take a part-time job just to be able to afford rent and transportation costs.,16,1.32,3,1,F,Yemen,Provide financial assistance or subsidies for students struggling with housing and transportation costs.
Housing and Transportation,The university should provide more affordable on-campus housing options for students who can't afford to live off-campus.,16,0.87,1,1,M,Yemen,Develop more affordable on-campus housing options to support students who are struggling with rent costs.
Housing and Transportation,I wish the university would provide more information about affordable housing options near the university.,21,0.61,5,1,F,Yemen,Create a housing resource center to provide students with information about affordable housing options near campus.
Housing and Transportation,"The housing options near the university are so limited, it's impossible to find a place to live that's not infested with pests.",24,3.36,3,1,F,Yemen,Work with local landlords to improve the quality of housing options near campus and ensure they are pest-free.
Housing and Transportation,The university should provide more information about transportation options for students who live off-campus.,17,3.01,4,1,M,Yemen,Create a transportation resource center to provide students with information about transportation options near campus.
Housing and Transportation,"The parking lots near the university are always full, making it impossible to find a spot.",23,0.63,4,1,F,Yemen,Increase the number of parking spots on campus and reduce parking fees to make it more affordable for students.
Housing and Transportation,"I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.",16,0.41,4,1,F,Yemen,Work with local landlords and housing authorities to create more affordable housing options for students near campus.
Housing and Transportation,"The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.",26,0.15,4,1,M,Yemen,Improve the reliability of public transportation by increasing the frequency of buses and trains and addressing delays and cancellations.
Housing and Transportation,I feel like the university should be doing more to provide affordable housing options for students. It's not fair that we have to choose between living in subpar conditions or going into debt just to afford rent.,23,1.54,5,1,F,Yemen,Develop more affordable housing options on or near campus to support students who are struggling with rent costs.
Housing and Transportation,"I don't have a car, and the only transportation option near my apartment is the bus. But the bus route doesn't go directly to campus, so I have to transfer multiple times just to get to class. It's a huge waste of time and energy.",24,1.61,2,1,M,Yemen,Explore options for more direct transportation routes to campus to reduce travel time for students.
Housing and Transportation,"The housing market in this area is so competitive that I feel like I'm constantly battling with other students to find a decent place to live. It's stressful and exhausting, and I wish there were more options available to us.",25,1.3,1,1,M,Yemen,Work with local landlords and housing authorities to create more housing options near campus to reduce competition and stress for students.
Housing and Transportation,"The cost of rent in this area is astronomical. I'm already working a part-time job just to make ends meet, and it's frustrating to feel like I'm barely scraping by even though I'm a full-time student.",23,3.79,2,1,F,Yemen,Provide financial assistance or subsidies for students struggling with housing costs.
Housing and Transportation,"I'm really disappointed with the state of the public transportation system here. It's unreliable and inconvenient, and it's making it really difficult for me to stay on top of my studies and extracurricular activities.",17,0.59,1,1,M,Yemen,Improve the reliability of public transportation by increasing the frequency of buses and trains and addressing delays and cancellations.
Housing and Transportation,I feel like the university should be doing more to incentivize landlords to offer affordable housing to students. It's not fair that we have to pay so much just to have a place to live while we're pursuing our degrees.,23,1.29,1,1,F,Yemen,Work with local landlords to offer incentives for providing affordable housing options to students.
Housing and Transportation,"The lack of affordable housing options in this area is really limiting my choices. I feel like I have to settle for a place that's far away from campus and not very nice, just because it's the only thing I can afford.",27,3.57,2,1,M,Yemen,Develop more affordable housing options on or near campus to support students who are struggling with rent costs.
Housing and Transportation,"I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.",20,1.28,2,1,F,Yemen,Improve the reliability of public transportation by increasing the frequency of buses and trains and addressing delays and cancellations.
Activities and Travelling,"I've been looking for ways to explore the area around campus and get to know the city better, but it's hard to find affordable and convenient transportation options. I wish there were more affordable shuttle services or student discounts for public transit.",16,2.06,3,1,M,Yemen,Introduce affordable shuttle services and student discounts for public transportation to help students explore the area around campus.
Activities and Travelling,"I'm really interested in trying out some new outdoor activities, but I don't know where to start. It would be great if the university offered more organized trips and activities, like hiking or kayaking, so that I could explore the area with other students.",23,2.56,3,1,F,Yemen,"Organize more outdoor activities and trips, such as hiking and kayaking, to help students explore the area and build connections with peers."
Activities and Travelling,"I've been feeling really burned out lately, and I think it's because I haven't had a chance to take a break and do something fun outside of class. I wish there were more social events and activities on campus that were geared towards stress relief and self-care.",18,3.11,4,1,M,Yemen,Introduce more social events and activities focused on stress relief and self-care to help students recharge and maintain their well-being.
Activities and Travelling,"I'm from out of town, and I'm having a hard time finding my way around the city. It would be great if the university offered more orientation sessions or tours for new students, so that we could feel more confident and comfortable navigating the area.",19,2.45,2,1,F,Yemen,Provide more orientation sessions and tours for new students to help them navigate the city and feel more comfortable.
Activities and Travelling,"I'm interested in studying abroad, but I'm not sure where to start. It would be great if the university had more resources and support for students who are considering international programs or trips.",23,3.4,1,1,M,Yemen,"Expand resources and support for students interested in studying abroad, including workshops and one-on-one advising."
Activities and Travelling,"I'm a transfer student, and I feel like I'm missing out on a lot of the traditional college experiences like road trips and spring break. It would be great if there were more organized trips and activities for transfer students, so that we could feel more connected to the university community.",16,2.83,3,1,F,Yemen,Organize more trips and activities specifically for transfer students to help them feel more connected to the university community.
Activities and Travelling,"I love exploring new places and trying new things, but it's hard to find the time and money to do so while I'm in school. It would be great if there were more affordable and accessible travel options for students, like student discounts on airfare or organized weekend trips.",17,2.31,1,1,M,Yemen,"Introduce affordable travel options, such as student discounts on airfare and organized weekend trips, to help students explore new places."
Activities and Travelling,"I'm interested in getting involved in outdoor activities and adventure sports, but I don't have a lot of experience. It would be great if the university offered more beginner-friendly courses and workshops, so that I could build my skills and confidence in a supportive environment.",16,1.86,4,1,M,Yemen,Offer beginner-friendly courses and workshops for outdoor activities and adventure sports to help students build skills and confidence.
Activities and Travelling,"I'm interested in exploring the arts and cultural scene in the city, but I'm not sure where to start. It would be great if the university offered more organized trips and events to museums, galleries, and theaters, so that I could discover new things and learn from other students.",19,0.94,5,1,F,Yemen,"Organize more trips and events to museums, galleries, and theaters to help students explore the arts and cultural scene in the city."
Activities and Travelling,"I'm passionate about sustainability and the environment, and I would love to get involved in eco-tourism or sustainable travel. It would be great if the university had more resources and support for students who are interested in these topics, so that we could learn about sustainable travel options and make more informed choices.",25,1.95,4,1,F,Yemen,"Provide resources and support for students interested in eco-tourism and sustainable travel, including workshops and information sessions."
Activities and Travelling,"I went on a trip with the university's travel club, but the accommodations were terrible. The hotel was dirty and uncomfortable, and it really detracted from the overall experience.",22,3.21,5,1,F,Yemen,Ensure that accommodations for university-sponsored trips meet quality standards to provide students with a positive experience.
Activities and Travelling,"I was really excited to go on a weekend trip with my friends, but the transportation ended up being a nightmare. Our bus broke down on the side of the road, and we ended up being stranded for hours.",20,3.09,4,1,M,Yemen,Improve the reliability of transportation for university-sponsored trips to ensure students have a safe and enjoyable experience.
Activities and Travelling,I wish there were more affordable travel options for students. It's hard to justify spending a ton of money on a trip when we're already struggling to make ends meet with tuition and living expenses.,21,0.14,2,1,F,Indonesia,"Introduce affordable travel options, such as student discounts on airfare and organized weekend trips, to help students explore new places."
Activities and Travelling,"I love exploring new places and trying new things, but it's hard to do that on a student budget. I wish there were more free or low-cost activities available in the area.",20,2.04,2,1,F,Indonesia,Organize more free or low-cost activities for students to explore the area and try new things.
Activities and Travelling,"I went on a trip to a nearby city with the school's travel program, but I felt like we didn't get to see as much as we could have. The itinerary was too packed, and we didn't have enough time to really explore and enjoy each location.",26,1.38,4,1,M,Indonesia,Adjust the itinerary for university-sponsored trips to allow more time for students to explore and enjoy each location.
Activities and Travelling,"I'm always looking for fun and interesting things to do on the weekends, but it seems like everything costs money. I wish there were more free events and activities available for students.",17,1.54,5,1,M,Indonesia,Organize more free events and activities for students to enjoy on weekends.
Activities and Travelling,"I went on a study abroad program, but I felt like I didn't get enough support from the school. I had trouble adjusting to the new culture and environment, and I wish there had been more resources available to help me.",21,3.16,5,1,F,Indonesia,"Expand support services for students participating in study abroad programs, including cultural orientation and counseling."
Activities and Travelling,"I'm really interested in outdoor activities like hiking and camping, but I don't have a car to get to the nearest parks and trails. It's frustrating to feel like I'm missing out on something that I really enjoy.",17,1.72,3,1,M,Indonesia,"Organize transportation for students interested in outdoor activities, such as hiking and camping, to ensure they can participate."
Activities and Travelling,"I went on a trip with a student organization, but the leaders didn't seem very organized. We were always running late or missing important details, and it made the trip more stressful than it needed to be.",19,1.98,1,1,M,Indonesia,Provide training for student organization leaders to ensure trips are well-organized and stress-free for participants.
Activities and Travelling,I wish there were more opportunities to travel and explore the world while still earning college credit. It would be a great way to combine my academic and personal interests.,27,1.86,5,1,M,Indonesia,Expand study abroad and travel programs that allow students to earn college credit while exploring the world.
Activities and Travelling,"I love the study abroad programs offered by our university. They've given me the chance to see the world and experience new cultures, all while earning credit towards my degree.",20,3.84,1,1,F,Indonesia,Continue to promote and expand study abroad programs to provide more students with opportunities to explore the world and earn college credit.
Activities and Travelling,"I wish there were more affordable travel options available for students. It's hard to save up enough money to take a trip when you're already paying for tuition, textbooks, and rent.",25,2.42,3,1,M,Indonesia,"Introduce affordable travel options, such as student discounts on airfare and organized weekend trips, to help students explore new places."
Activities and Travelling,"The university-sponsored trips and excursions are always a lot of fun, but they tend to fill up quickly. I wish there were more spots available so that more students could participate.",18,2.95,5,1,M,Indonesia,Increase the number of spots available for university-sponsored trips and excursions to allow more students to participate.
Activities and Travelling,"I really enjoy hiking and exploring the outdoors, but it can be tough to find good hiking trails and parks nearby. I wish there were more options available for students who want to get outside and explore.",19,3.12,3,1,M,Indonesia,Organize guided hiking trips and provide maps of nearby trails and parks to help students explore the outdoors.
Activities and Travelling,"I love going to concerts and music festivals, but it's hard to find events that fit within my budget. It would be great if the university offered discounted tickets to students for these types of events.",23,2.93,4,1,F,Indonesia,Partner with local venues to offer discounted tickets for concerts and music festivals to students.
Activities and Travelling,"I've always been interested in volunteering and giving back to my community, and the university has provided me with some great opportunities to do so. It's been really rewarding to be able to make a difference.",27,2.47,2,1,F,Indonesia,Expand volunteer opportunities and promote existing programs to encourage more students to get involved in community service.
Activities and Travelling,I wish there were more opportunities to connect with other students who have similar interests. It can be tough to find a community of like-minded individuals on such a large campus.,26,3.06,3,1,M,Indonesia,Create interest-based clubs and organizations to help students connect with others who share their passions.
Activities and Travelling,"I really enjoy exploring new neighborhoods and trying new restaurants, but it can be tough to find affordable options. It would be great if the university offered a foodie club or something similar.",20,2.61,1,1,M,Indonesia,Establish a foodie club to help students explore affordable dining options and share their culinary experiences.
Activities and Travelling,"I'm not really into partying or going out to bars, but it feels like that's the only social scene available on campus. I wish there were more options for students who want to have fun without drinking.",24,2.77,5,1,M,Indonesia,Organize more alcohol-free social events and activities to cater to students who prefer non-drinking socializing.
Activities and Travelling,I love going to sporting events and cheering on our school's teams. It's a great way to feel connected to the university and get involved in the campus community.,22,1.05,5,1,F,Indonesia,Promote school spirit by organizing more sporting events and offering discounted tickets for students.
Activities and Travelling,"I wish there were more opportunities for outdoor recreation, like kayaking or camping. It would be great to be able to get away from campus and explore the natural beauty of the area.",21,0.15,2,1,M,Indonesia,"Organize outdoor recreation trips, such as kayaking and camping, to help students explore the natural beauty of the area."
Activities and Travelling,"I'm really interested in photography, but it can be tough to find good locations to take photos. I wish there were more scenic spots around campus for students to explore.",25,0.38,3,1,F,Indonesia,Create a photography club and provide a guide to scenic spots around campus for students to explore and take photos.
Activities and Travelling,I really enjoy attending lectures and talks on campus. It's a great way to learn new things and expand my knowledge beyond my coursework.,26,0.95,4,1,M,Indonesia,Organize more lectures and talks on a variety of topics to provide students with opportunities to expand their knowledge.
Activities and Travelling,I love attending film screenings and discussions on campus. It's a great way to engage with the arts and see films that I might not have discovered on my own.,25,2.16,1,1,F,Indonesia,Host regular film screenings and discussions to help students engage with the arts and discover new films.
Activities and Travelling,I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.,21,3.29,2,1,F,Indonesia,Organize networking events and mentorship programs to connect students with alumni and professionals in their field.
Activities and Travelling,"I love taking weekend trips to nearby cities and towns. It's a great way to see new places and experience different cultures, without having to spend a lot of money.",21,0.36,3,1,F,Indonesia,Organize affordable weekend trips to nearby cities and towns to help students explore new places and cultures.
Activities and Travelling,I really enjoy attending book clubs and literary events on campus. It's a great way to engage with literature and connect with other book lovers.,21,3.74,4,1,F,Indonesia,Expand book clubs and literary events on campus to provide more opportunities for students to engage with literature.
Activities and Travelling,I wish there were more opportunities for students to get involved in research projects and work with faculty members outside of the classroom. It would be a great way to gain hands-on experience in my field.,20,0.25,3,1,M,Indonesia,Create more research opportunities and promote existing programs to help students gain hands-on experience in their field.
Activities and Travelling,I love attending poetry readings and spoken word events on campus. It's a great way to connect with the creative community and hear from talented writers.,22,0.14,2,1,M,Indonesia,Host regular poetry readings and spoken word events to help students connect with the creative community.
Activities and Travelling,I wish there were more opportunities for students to learn about and engage with different cultures and traditions.,17,1.26,5,1,M,Indonesia,Organize cultural events and workshops to help students learn about and engage with different cultures and traditions.
Food and Cantines,"I am disappointed with the food options available on campus. There are not enough healthy options, and the quality of the food is subpar.",21,1.54,2,1,M,Indonesia,"Improve the quality and variety of food options on campus, with a focus on healthy and nutritious meals."
Food and Cantines,"The cafeteria on campus is always crowded, and it's difficult to find a seat during peak hours. The university should consider expanding the cafeteria or adding additional dining areas.",21,0.86,3,1,M,Indonesia,Expand the cafeteria or add additional dining areas to reduce overcrowding during peak hours.
Food and Cantines,"I appreciate the variety of food options available on campus, but the prices are too high. It's not feasible for students to eat on campus every day.",17,0.13,5,1,F,Indonesia,Reduce food prices on campus and offer more affordable meal plans for students.
Food and Cantines,The food available on campus is too greasy and unhealthy. The university should focus on offering more nutritious options.,23,3.81,4,1,M,Indonesia,Introduce more nutritious and healthy food options on campus to promote student well-being.
Food and Cantines,"The vending machines on campus are frequently out of order, which is frustrating when I need a quick snack between classes.",18,3.5,3,1,F,Indonesia,Regularly maintain and repair vending machines to ensure they are always operational.
Food and Cantines,"I love the variety of snacks available at the campus convenience store, but the prices are too high. It would be great if the university could offer more affordable options.",19,0.15,1,1,M,Indonesia,Reduce prices at the campus convenience store and offer more affordable snack options.
Food and Cantines,"The campus coffee shop is always crowded, and it takes forever to get my order. I wish there were more employees working during peak hours.",20,3.88,2,1,M,Indonesia,Increase staffing at the campus coffee shop during peak hours to reduce wait times.
Food and Cantines,"I appreciate the vegan and vegetarian options available on campus, but they are often sold out or not replenished in a timely manner.",26,3.98,4,1,F,Indonesia,Ensure vegan and vegetarian options are consistently stocked and replenished in a timely manner.
Food and Cantines,The campus dining hall should offer more international cuisine options. The food is too focused on American cuisine.,27,0.34,4,1,M,Indonesia,Introduce more international cuisine options in the campus dining hall to cater to diverse student preferences.
Food and Cantines,The food available on campus is not accommodating for students with allergies. The university should provide more allergy-friendly options.,22,1.69,4,1,M,Indonesia,Expand allergy-friendly food options on campus to ensure all students can safely enjoy meals.
Food and Cantines,"I wish there were more food trucks on campus. The lines are always too long, and the trucks are only available on certain days.",19,3.85,4,1,M,Indonesia,Increase the number of food trucks on campus and ensure they are available more frequently.
Food and Cantines,"The campus snack bars often run out of popular items, which is frustrating for students who rely on these options for meals.",23,3.32,1,1,M,Indonesia,Regularly restock popular items at campus snack bars to ensure they are always available.
